0,1,2,3,4,5,6,7,8,9,10
17/06/2020,"Jun 17, 2020",SYS,Systems Limited,181.5,186,180,180.72,182.87,"422,400",180.95
16/06/2020,"Jun 16, 2020",SYS,Systems Limited,180.9,184,180,180.95,181.79,"249,600",177.76
15/06/2020,"Jun 15, 2020",SYS,Systems Limited,174.06,184.95,173.2,177.76,179.98,"481,400",176.11
12/06/2020,"Jun 12, 2020",SYS,Systems Limited,176,179.97,175.05,176.11,177.27,"393,700",181.74
11/06/2020,"Jun 11, 2020",SYS,Systems Limited,182.25,185.48,181,181.74,183.26,"249,700",182.37
10/06/2020,"Jun 10, 2020",SYS,Systems Limited,177.85,188,177,182.37,183.96,"603,400",176.01
09/06/2020,"Jun 09, 2020",SYS,Systems Limited,181,184.6,175.01,176.01,180.28,"645,500",178.05
08/06/2020,"Jun 08, 2020",SYS,Systems Limited,165.63,178.05,165.63,178.05,174.98,"763,500",165.63
05/06/2020,"Jun 05, 2020",SYS,Systems Limited,162.2,166.49,160.1,165.63,164.15,"126,800",162.27
04/06/2020,"Jun 04, 2020",SYS,Systems Limited,164.25,169.5,161.5,162.27,166.17,"442,100",164.74
03/06/2020,"Jun 03, 2020",SYS,Systems Limited,162,166.99,160.35,164.74,164.27,"235,300",162.67
02/06/2020,"Jun 02, 2020",SYS,Systems Limited,156.99,166.49,155.26,162.67,162.06,"825,400",155.23
01/06/2020,"Jun 01, 2020",SYS,Systems Limited,157.8,158,153.5,155.23,155.63,"313,700",158.93
29/05/2020,"May 29, 2020",SYS,Systems Limited,150,160.77,150,158.93,158.65,"1,282,000",149.56
28/05/2020,"May 28, 2020",SYS,Systems Limited,148,151,145.32,149.56,145.01,"238,500",148.49
21/05/2020,"May 21, 2020",SYS,Systems Limited,150,151.88,148.1,148.49,149.73,"248,200",150.32
20/05/2020,"May 20, 2020",SYS,Systems Limited,151,153.5,149.55,150.32,151.06,"218,600",151.29
19/05/2020,"May 19, 2020",SYS,Systems Limited,148.8,154.5,148.5,153.54,152.46,"547,800",148.33
18/05/2020,"May 18, 2020",SYS,Systems Limited,151,153.25,147.1,148.33,150.37,"422,000",150.17
15/05/2020,"May 15, 2020",SYS,Systems Limited,151.69,151.69,148.45,150.17,149.97,"135,200",149.25
14/05/2020,"May 14, 2020",SYS,Systems Limited,150.25,150.25,147,149.25,148.38,"127,100",149.57
13/05/2020,"May 13, 2020",SYS,Systems Limited,151,151.7,148.5,149.57,149.9,"177,900",152.02
12/05/2020,"May 12, 2020",SYS,Systems Limited,153,153,150,152.02,151.44,"222,300",153.67
11/05/2020,"May 11, 2020",SYS,Systems Limited,146,154.5,145.5,153.67,151.19,"266,300",147.96
08/05/2020,"May 08, 2020",SYS,Systems Limited,152,154,146.8,147.96,149.41,"152,100",150.31
07/05/2020,"May 07, 2020",SYS,Systems Limited,145.5,155.75,144.5,150.31,150.73,"465,500",145.73
06/05/2020,"May 06, 2020",SYS,Systems Limited,143,146.51,142.11,145.73,144.78,"211,900",143.62
05/05/2020,"May 05, 2020",SYS,Systems Limited,147,149,143,143.62,145.3,"233,000",146.01
04/05/2020,"May 04, 2020",SYS,Systems Limited,145,147,141.12,146.01,144.06,"270,600",145.85
30/04/2020,"Apr 30, 2020",SYS,Systems Limited,158,158,140.5,145.85,149.13,"556,300",147.75
29/04/2020,"Apr 29, 2020",SYS,Systems Limited,141.99,147.75,140,147.75,150.58,"188,000",137.45
28/04/2020,"Apr 28, 2020",SYS,Systems Limited,135,140.99,134.89,137.45,138.03,"94,400",134.94
27/04/2020,"Apr 27, 2020",SYS,Systems Limited,145,145,133,134.94,138.33,"145,000",142.09
24/04/2020,"Apr 24, 2020",SYS,Systems Limited,133,142.09,132,142.09,139.63,"208,600",132.18
23/04/2020,"Apr 23, 2020",SYS,Systems Limited,135.8,136,128.6,132.18,131.27,"33,900",134.31
22/04/2020,"Apr 22, 2020",SYS,Systems Limited,131.75,135,131.5,134.31,133.6,"51,000",134.56
21/04/2020,"Apr 21, 2020",SYS,Systems Limited,140,140,132.78,134.56,136.37,"73,800",143.48
20/04/2020,"Apr 20, 2020",SYS,Systems Limited,147.94,150.99,140,143.48,146.08,"149,300",144.38
17/04/2020,"Apr 17, 2020",SYS,Systems Limited,137.5,144.38,137.5,144.38,151,"184,000",134.31
16/04/2020,"Apr 16, 2020",SYS,Systems Limited,134,136,133,134.31,134.91,"31,300",136.08
15/04/2020,"Apr 15, 2020",SYS,Systems Limited,134.56,137.5,134.5,136.08,136.44,"184,100",134.45
14/04/2020,"Apr 14, 2020",SYS,Systems Limited,134.85,137.7,131.9,134.45,134.5,"189,000",134.86
13/04/2020,"Apr 13, 2020",SYS,Systems Limited,134.49,139.39,131.24,134.86,136.03,"257,600",131.21
10/04/2020,"Apr 10, 2020",SYS,Systems Limited,127,131.21,124.25,131.21,133.41,"180,000",122.06
09/04/2020,"Apr 09, 2020",SYS,Systems Limited,115,122.06,115,122.06,121.64,"80,600",113.55
08/04/2020,"Apr 08, 2020",SYS,Systems Limited,114.85,116.79,112.8,113.55,114.9,"85,700",115.03
07/04/2020,"Apr 07, 2020",SYS,Systems Limited,113.1,116,113.1,115.03,114.12,"144,200",116.58
06/04/2020,"Apr 06, 2020",SYS,Systems Limited,120.5,120.5,113.35,116.58,117.14,"93,100",122.03
03/04/2020,"Apr 03, 2020",SYS,Systems Limited,131.05,133.9,120,122.03,124.27,"241,700",128.28
02/04/2020,"Apr 02, 2020",SYS,Systems Limited,122.9,128.43,120,128.28,126.3,"201,700",119.47
01/04/2020,"Apr 01, 2020",SYS,Systems Limited,110.19,119.47,109.99,119.47,116.45,"247,900",111.14
31/03/2020,"Mar 31, 2020",SYS,Systems Limited,107.9,111.9,106.05,111.14,109.85,"560,000",107.38
30/03/2020,"Mar 30, 2020",SYS,Systems Limited,101.3,108,101.3,107.38,106.54,"338,800",105.96
27/03/2020,"Mar 27, 2020",SYS,Systems Limited,100.2,107.68,100.2,105.96,104.22,"169,400",100.17
26/03/2020,"Mar 26, 2020",SYS,Systems Limited,97.9,100.17,92,100.17,98.18,"249,900",93.19
25/03/2020,"Mar 25, 2020",SYS,Systems Limited,102,102,91.6,93.19,93.51,"224,800",98.99
24/03/2020,"Mar 24, 2020",SYS,Systems Limited,98.99,98.99,98.99,98.99,98.99,"15,400",107.01
20/03/2020,"Mar 20, 2020",SYS,Systems Limited,114.2,114.2,105.01,107.01,109.88,"743,100",111.4
19/03/2020,"Mar 19, 2020",SYS,Systems Limited,111.4,113.9,111.4,111.4,111.6,"159,100",120.43
18/03/2020,"Mar 18, 2020",SYS,Systems Limited,125.01,125.01,120.43,120.43,121.47,"107,700",130.19
17/03/2020,"Mar 17, 2020",SYS,Systems Limited,130.1,134,128,130.19,130.25,"273,600",134.84
16/03/2020,"Mar 16, 2020",SYS,Systems Limited,140,140,134.84,134.84,136.03,"254,400",145.77
13/03/2020,"Mar 13, 2020",SYS,Systems Limited,139.3,146.45,139,145.77,143.66,"141,200",141.09
12/03/2020,"Mar 12, 2020",SYS,Systems Limited,148.5,149,139.4,141.09,143.79,"245,400",149.76
11/03/2020,"Mar 11, 2020",SYS,Systems Limited,152.45,153.29,149.5,149.76,150.99,"194,000",150.81
10/03/2020,"Mar 10, 2020",SYS,Systems Limited,145.45,152.5,145.45,150.81,148.6,"245,300",146.07
09/03/2020,"Mar 09, 2020",SYS,Systems Limited,143,147.5,140.02,146.07,142.8,"318,400",150.55
06/03/2020,"Mar 06, 2020",SYS,Systems Limited,153.99,154,148.5,150.55,150.12,"75,700",154.06
05/03/2020,"Mar 05, 2020",SYS,Systems Limited,154,157.9,153.75,154.06,155.31,"244,000",152.81
04/03/2020,"Mar 04, 2020",SYS,Systems Limited,156,156,151,152.81,153.27,"171,000",153.8
03/03/2020,"Mar 03, 2020",SYS,Systems Limited,153,157.5,153,153.8,154.9,"415,600",149.86
02/03/2020,"Mar 02, 2020",SYS,Systems Limited,142.79,149.86,142.79,149.86,147.76,"195,900",140.06
28/02/2020,"Feb 28, 2020",SYS,Systems Limited,140,141.65,139.5,140.06,140.26,"243,200",139.8
27/02/2020,"Feb 27, 2020",SYS,Systems Limited,135.52,141.99,132,139.8,137.11,"191,400",139.82
26/02/2020,"Feb 26, 2020",SYS,Systems Limited,140.5,141.44,137.5,139.82,139.39,"74,300",141.2
25/02/2020,"Feb 25, 2020",SYS,Systems Limited,137.5,144.37,137.5,141.2,142.52,"135,500",139.62
24/02/2020,"Feb 24, 2020",SYS,Systems Limited,146,146,139.16,139.62,141.01,"328,400",148.83
21/02/2020,"Feb 21, 2020",SYS,Systems Limited,154.1,154.1,148,148.83,150.65,"36,800",153.47
20/02/2020,"Feb 20, 2020",SYS,Systems Limited,155.9,156,152,153.47,153.98,"89,000",154.22
19/02/2020,"Feb 19, 2020",SYS,Systems Limited,148.99,156.09,142.01,154.22,151.66,"497,800",148.54
18/02/2020,"Feb 18, 2020",SYS,Systems Limited,159,159,146.79,148.54,153.78,"321,400",156.99
17/02/2020,"Feb 17, 2020",SYS,Systems Limited,155.01,160.62,155,156.99,157.39,"451,800",155.01
14/02/2020,"Feb 14, 2020",SYS,Systems Limited,156.5,157.04,152,155.01,154.79,"616,500",156.68
13/02/2020,"Feb 13, 2020",SYS,Systems Limited,151,160,149.94,156.68,154.73,"498,400",151.49
12/02/2020,"Feb 12, 2020",SYS,Systems Limited,149,152.95,147.1,151.49,149.94,"324,100",145.37
11/02/2020,"Feb 11, 2020",SYS,Systems Limited,143.7,149,142.5,145.37,144.48,"429,600",142.35
10/02/2020,"Feb 10, 2020",SYS,Systems Limited,149.1,149.9,140.16,142.35,143.38,"419,400",149.1
07/02/2020,"Feb 07, 2020",SYS,Systems Limited,155,155.75,147.51,149.1,150.62,"317,400",155.8
06/02/2020,"Feb 06, 2020",SYS,Systems Limited,152.5,158.15,150.02,155.8,155.45,"487,000",149.2
04/02/2020,"Feb 04, 2020",SYS,Systems Limited,150,153.5,142.1,149.2,149.08,"760,500",149.11
03/02/2020,"Feb 03, 2020",SYS,Systems Limited,148,150.53,141.06,149.11,147.61,"1,597,100",142.01
31/01/2020,"Jan 31, 2020",SYS,Systems Limited,142.01,142.01,140.26,142.01,141.88,"706,500",134.61
30/01/2020,"Jan 30, 2020",SYS,Systems Limited,127.99,134.61,127.99,134.61,136.79,"931,500",127.6
29/01/2020,"Jan 29, 2020",SYS,Systems Limited,128,128.85,127.5,127.6,128.19,"15,200",128.51
28/01/2020,"Jan 28, 2020",SYS,Systems Limited,127.5,128.75,127.5,128.51,128.28,"86,900",127.74
27/01/2020,"Jan 27, 2020",SYS,Systems Limited,133,133,127,127.74,127.94,"13,400",127.53
24/01/2020,"Jan 24, 2020",SYS,Systems Limited,127.5,130,126.54,127.53,127.79,"73,100",127.52
23/01/2020,"Jan 23, 2020",SYS,Systems Limited,126,129.5,124,127.52,126.66,"74,500",125
22/01/2020,"Jan 22, 2020",SYS,Systems Limited,127.95,127.95,125,125,125.75,"49,500",127
21/01/2020,"Jan 21, 2020",SYS,Systems Limited,127,128.4,126.5,127,127,"40,200",127.04
20/01/2020,"Jan 20, 2020",SYS,Systems Limited,128,129,126.05,127.04,127.02,"40,400",128.44
17/01/2020,"Jan 17, 2020",SYS,Systems Limited,128.39,130,128,128.44,129.37,"209,100",127.87
16/01/2020,"Jan 16, 2020",SYS,Systems Limited,127,128.5,126.3,127.87,127.5,"29,800",127.69
15/01/2020,"Jan 15, 2020",SYS,Systems Limited,128,129.94,127.25,127.69,128.02,"26,700",128.89
14/01/2020,"Jan 14, 2020",SYS,Systems Limited,127.06,131,127.06,128.89,129,"695,800",128.07
13/01/2020,"Jan 13, 2020",SYS,Systems Limited,128.5,131.95,126,128.07,128.81,"565,100",127.17
10/01/2020,"Jan 10, 2020",SYS,Systems Limited,128,131,126.7,127.17,127.84,"576,900",125.62
09/01/2020,"Jan 09, 2020",SYS,Systems Limited,124.97,125.62,124,125.62,125.2,"448,100",119.64
08/01/2020,"Jan 08, 2020",SYS,Systems Limited,120,121,118.8,119.64,119.4,"138,700",119.26
07/01/2020,"Jan 07, 2020",SYS,Systems Limited,122,123.5,113.32,119.26,119.38,"416,300",119.28
06/01/2020,"Jan 06, 2020",SYS,Systems Limited,120.25,125,117.1,119.28,121.09,"108,600",122.98
03/01/2020,"Jan 03, 2020",SYS,Systems Limited,125,125,122,122.98,123.43,"66,600",125.84
02/01/2020,"Jan 02, 2020",SYS,Systems Limited,123.15,127.49,123.15,125.84,126.18,"111,600",125.43
01/01/2020,"Jan 01, 2020",SYS,Systems Limited,125,127.5,122.9,125.43,125.84,"95,800",124.3
31/12/2019,"Dec 31, 2019",SYS,Systems Limited,123.74,125.1,121,124.3,121.99,"113,000",121.1
30/12/2019,"Dec 30, 2019",SYS,Systems Limited,120,122.9,119.01,121.1,120.71,"64,500",118.75
27/12/2019,"Dec 27, 2019",SYS,Systems Limited,120,120,118.5,118.75,119.26,"25,500",120.57
26/12/2019,"Dec 26, 2019",SYS,Systems Limited,117.89,121.89,116.5,120.57,119.97,"201,000",116.83
24/12/2019,"Dec 24, 2019",SYS,Systems Limited,117,118.34,114,116.83,115.87,"391,000",116.67
23/12/2019,"Dec 23, 2019",SYS,Systems Limited,117.5,120,115,116.67,118.63,"259,500",118.9
20/12/2019,"Dec 20, 2019",SYS,Systems Limited,121.9,121.9,116.36,118.9,120,"125,500",119.34
19/12/2019,"Dec 19, 2019",SYS,Systems Limited,123,125.5,117.52,119.34,121.19,"554,500",123.7
18/12/2019,"Dec 18, 2019",SYS,Systems Limited,125,128.79,123,123.7,125.71,"534,500",127.06
17/12/2019,"Dec 17, 2019",SYS,Systems Limited,126.01,127.5,123.5,127.06,125.44,"292,000",128.14
16/12/2019,"Dec 16, 2019",SYS,Systems Limited,125,129,125,128.14,127.6,"458,000",125.05
13/12/2019,"Dec 13, 2019",SYS,Systems Limited,125,126,123.11,125.05,124.93,"314,000",124.01
12/12/2019,"Dec 12, 2019",SYS,Systems Limited,126,126,122,124.01,123.77,"169,500",125.78
11/12/2019,"Dec 11, 2019",SYS,Systems Limited,120.95,126.1,120,125.78,124.43,"546,000",120.41
10/12/2019,"Dec 10, 2019",SYS,Systems Limited,119.3,121,117,120.41,119.01,"255,500",120.34
09/12/2019,"Dec 09, 2019",SYS,Systems Limited,123.9,127.32,118,120.34,124.15,"1,567,000",121.26
06/12/2019,"Dec 06, 2019",SYS,Systems Limited,117,121.26,116.5,121.26,120.04,"647,000",115.49
05/12/2019,"Dec 05, 2019",SYS,Systems Limited,112.5,116.57,111.5,115.49,113.87,"1,779,000",111.02
04/12/2019,"Dec 04, 2019",SYS,Systems Limited,109,112.75,109,111.02,110.68,"145,500",108.51
03/12/2019,"Dec 03, 2019",SYS,Systems Limited,111,111,108,108.51,109.99,"155,000",112.01
02/12/2019,"Dec 02, 2019",SYS,Systems Limited,113,113.01,107.25,112.01,111.48,"437,000",110.09
29/11/2019,"Nov 29, 2019",SYS,Systems Limited,111.06,114.25,108.4,110.09,112.41,"727,500",110.02
28/11/2019,"Nov 28, 2019",SYS,Systems Limited,110.02,110.02,108,110.02,109.88,"298,000",104.79
27/11/2019,"Nov 27, 2019",SYS,Systems Limited,104.79,104.79,104.79,104.79,104.79,"77,000",99.8
26/11/2019,"Nov 26, 2019",SYS,Systems Limited,95.98,99.8,95.5,99.8,97.48,"1,363,000",95.05
25/11/2019,"Nov 25, 2019",SYS,Systems Limited,94,95.5,93.9,95.05,94.53,"181,000",93.18
22/11/2019,"Nov 22, 2019",SYS,Systems Limited,92,93.9,90.7,93.18,91.85,"289,500",91
21/11/2019,"Nov 21, 2019",SYS,Systems Limited,93.99,94,91,91,90.27,"15,500",93.92
20/11/2019,"Nov 20, 2019",SYS,Systems Limited,94,95,93,93.92,94.19,"577,500",94
19/11/2019,"Nov 19, 2019",SYS,Systems Limited,94,94.5,93.03,94,94.17,"615,000",94.26
18/11/2019,"Nov 18, 2019",SYS,Systems Limited,95.1,95.99,94,94.26,94.98,"81,500",94.62
15/11/2019,"Nov 15, 2019",SYS,Systems Limited,94,95.25,94,94.62,94.69,"160,500",94.92
14/11/2019,"Nov 14, 2019",SYS,Systems Limited,95.44,95.44,94,94.92,95.05,"141,500",94.68
13/11/2019,"Nov 13, 2019",SYS,Systems Limited,94.9,95.5,94.5,94.68,94.88,"874,500",94.5
12/11/2019,"Nov 12, 2019",SYS,Systems Limited,93.6,95.35,93.6,94.5,94.92,"190,500",95
11/11/2019,"Nov 11, 2019",SYS,Systems Limited,95.19,95.5,94.25,95,94.68,"15,500",92.9
08/11/2019,"Nov 08, 2019",SYS,Systems Limited,92.51,93,92.01,92.9,92.83,"721,000",93.42
07/11/2019,"Nov 07, 2019",SYS,Systems Limited,92.11,94.95,92.11,93.42,94.11,"21,500",94.5
06/11/2019,"Nov 06, 2019",SYS,Systems Limited,95.99,96,94,94.5,95.04,"348,000",94.9
05/11/2019,"Nov 05, 2019",SYS,Systems Limited,95.59,96.01,94,94.9,95.69,"158,000",93.52
04/11/2019,"Nov 04, 2019",SYS,Systems Limited,92,94.4,92,93.52,93.52,"210,500",91.27
01/11/2019,"Nov 01, 2019",SYS,Systems Limited,88.1,92,88,91.27,90.83,"75,000",89.7
31/10/2019,"Oct 31, 2019",SYS,Systems Limited,89,89.8,88.9,89.7,89.48,"51,000",88.42
30/10/2019,"Oct 30, 2019",SYS,Systems Limited,87.75,88.5,87.25,88.42,88.05,"13,000",87.95
29/10/2019,"Oct 29, 2019",SYS,Systems Limited,88,91,87.51,87.95,88.57,"166,500",87.12
28/10/2019,"Oct 28, 2019",SYS,Systems Limited,86.5,88,86.01,87.12,86.88,"67,000",86.5
25/10/2019,"Oct 25, 2019",SYS,Systems Limited,87.9,88,86,86.5,86.65,"38,000",88.29
24/10/2019,"Oct 24, 2019",SYS,Systems Limited,87.5,88.89,87.5,88.29,88.09,"2,000",87.75
23/10/2019,"Oct 23, 2019",SYS,Systems Limited,86.1,87.99,86.1,87.75,87.33,"2,000",86.5
22/10/2019,"Oct 22, 2019",SYS,Systems Limited,86.95,86.99,86.5,86.5,87,"2,000",86.08
21/10/2019,"Oct 21, 2019",SYS,Systems Limited,87,87,84.15,86.08,85.09,"22,000",88.57
18/10/2019,"Oct 18, 2019",SYS,Systems Limited,87.75,89,87.5,88.57,88.46,"7,000",88.21
17/10/2019,"Oct 17, 2019",SYS,Systems Limited,89,89.01,85.2,88.21,88.04,"31,500",88.68
16/10/2019,"Oct 16, 2019",SYS,Systems Limited,88.5,90,87.54,88.68,88.27,"35,500",88.01
15/10/2019,"Oct 15, 2019",SYS,Systems Limited,88,88.99,88,88.01,88,"35,500",88
14/10/2019,"Oct 14, 2019",SYS,Systems Limited,87.97,88,87.25,88,87.99,"68,000",87.89
11/10/2019,"Oct 11, 2019",SYS,Systems Limited,86.5,90.41,85.5,87.89,87.52,"44,000",87.16
10/10/2019,"Oct 10, 2019",SYS,Systems Limited,86.48,88,86.48,87.16,87.73,"20,500",86.26
09/10/2019,"Oct 09, 2019",SYS,Systems Limited,85.7,86.8,85.06,86.26,85.65,"142,000",85
08/10/2019,"Oct 08, 2019",SYS,Systems Limited,84.08,86.01,84,85,85.28,"308,500",84.64
07/10/2019,"Oct 07, 2019",SYS,Systems Limited,83.25,86.7,83.25,84.64,85.21,"24,500",86.59
04/10/2019,"Oct 04, 2019",SYS,Systems Limited,86.9,86.9,85.1,86.59,86.63,"3,500",85.44
03/10/2019,"Oct 03, 2019",SYS,Systems Limited,84.9,86.99,84.9,85.44,85.55,"56,000",84.36
02/10/2019,"Oct 02, 2019",SYS,Systems Limited,84.2,84.5,84,84.36,83.81,"20,500",83.01
01/10/2019,"Oct 01, 2019",SYS,Systems Limited,83.25,85.41,81.7,83.01,84.04,"24,500",83.25
30/09/2019,"Sep 30, 2019",SYS,Systems Limited,83,83.25,83,83.25,83.19,"8,500",83.45
27/09/2019,"Sep 27, 2019",SYS,Systems Limited,83.45,83.45,83.45,83.45,83.45,500,83.98
26/09/2019,"Sep 26, 2019",SYS,Systems Limited,83.98,83.98,83.98,83.98,83.98,500,82
25/09/2019,"Sep 25, 2019",SYS,Systems Limited,83,83,82,82,82.27,"5,500",83
24/09/2019,"Sep 24, 2019",SYS,Systems Limited,83,83,83,83,80.52,500,82.1
23/09/2019,"Sep 23, 2019",SYS,Systems Limited,82.1,82.1,82.1,82.1,82.1,500,82.3
20/09/2019,"Sep 20, 2019",SYS,Systems Limited,83.2,83.2,82.3,82.3,83.74,"4,000",83.98
19/09/2019,"Sep 19, 2019",SYS,Systems Limited,83.2,84.41,83.2,83.98,83.93,"22,500",83.17
18/09/2019,"Sep 18, 2019",SYS,Systems Limited,83.31,83.31,83,83.17,83.24,"4,500",85
17/09/2019,"Sep 17, 2019",SYS,Systems Limited,83,85,83,85,84.13,"29,500",85
16/09/2019,"Sep 16, 2019",SYS,Systems Limited,85.2,85.2,85,85,85.1,"3,000",86
13/09/2019,"Sep 13, 2019",SYS,Systems Limited,85,86,85,86,81.12,"21,000",85.2
12/09/2019,"Sep 12, 2019",SYS,Systems Limited,85.5,86.99,85.2,85.2,85.66,"460,500",84.55
11/09/2019,"Sep 11, 2019",SYS,Systems Limited,81.5,84.74,81.5,84.55,84.31,"6,500",83
06/09/2019,"Sep 06, 2019",SYS,Systems Limited,83,0,0,83,0,0,83
05/09/2019,"Sep 05, 2019",SYS,Systems Limited,81.51,86.35,81.51,83,83.26,"10,500",83.43
04/09/2019,"Sep 04, 2019",SYS,Systems Limited,79.9,83.9,79.9,83.43,80.67,"60,000",79.94
03/09/2019,"Sep 03, 2019",SYS,Systems Limited,82.51,83,78.85,79.94,80.32,"25,000",83
02/09/2019,"Sep 02, 2019",SYS,Systems Limited,82,83,81.01,83,82.73,"36,000",81.86
30/08/2019,"Aug 30, 2019",SYS,Systems Limited,83.5,85,80.92,81.86,83.43,"1,574,500",85.17
29/08/2019,"Aug 29, 2019",SYS,Systems Limited,84,86,83,85.17,85.03,"17,000",84.12
28/08/2019,"Aug 28, 2019",SYS,Systems Limited,84,85,84,84.12,84.65,"554,500",83.34
27/08/2019,"Aug 27, 2019",SYS,Systems Limited,84.9,85.52,82,83.34,84.52,"80,000",81.45
26/08/2019,"Aug 26, 2019",SYS,Systems Limited,82.71,82.71,81.05,81.45,81.87,"11,500",84.71
23/08/2019,"Aug 23, 2019",SYS,Systems Limited,85.02,85.25,82.05,84.71,84.28,"51,500",85.96
22/08/2019,"Aug 22, 2019",SYS,Systems Limited,85.02,87,85,85.96,85.81,"42,000",85.2
21/08/2019,"Aug 21, 2019",SYS,Systems Limited,83.1,86,83.1,85.2,82.27,"30,500",84.66
20/08/2019,"Aug 20, 2019",SYS,Systems Limited,82.51,86,81,84.66,83.4,"54,000",83.02
19/08/2019,"Aug 19, 2019",SYS,Systems Limited,82.35,84.4,82,83.02,82.95,"29,000",82.96
16/08/2019,"Aug 16, 2019",SYS,Systems Limited,83.36,83.51,82.5,82.96,83.25,"324,000",84.61
09/08/2019,"Aug 09, 2019",SYS,Systems Limited,82.7,84.99,82.7,84.61,84.61,"5,000",84.48
08/08/2019,"Aug 08, 2019",SYS,Systems Limited,82.15,85,80.65,84.48,83,"35,000",84.5
07/08/2019,"Aug 07, 2019",SYS,Systems Limited,86,86,84.5,84.5,85.1,"10,500",87.48
06/08/2019,"Aug 06, 2019",SYS,Systems Limited,86.7,87.9,85,87.48,87.11,"227,000",87.99
05/08/2019,"Aug 05, 2019",SYS,Systems Limited,85.07,89.89,85.01,87.99,89.24,"33,000",89.45
02/08/2019,"Aug 02, 2019",SYS,Systems Limited,87.25,89.99,87.25,89.45,89.24,"11,500",87.71
01/08/2019,"Aug 01, 2019",SYS,Systems Limited,88.95,88.95,87.66,87.71,88.12,"1,500",88.63
31/07/2019,"Jul 31, 2019",SYS,Systems Limited,88.5,89,87.75,88.63,88.49,"20,000",88.06
30/07/2019,"Jul 30, 2019",SYS,Systems Limited,87.5,88.49,85.5,88.06,87.71,"13,500",87.65
29/07/2019,"Jul 29, 2019",SYS,Systems Limited,91,91,87.13,87.65,87.45,"97,000",91.71
26/07/2019,"Jul 26, 2019",SYS,Systems Limited,89.98,92.5,87.59,91.71,91.64,"51,000",90.42
25/07/2019,"Jul 25, 2019",SYS,Systems Limited,90.35,90.5,90.35,90.42,90.41,"5,500",90.33
24/07/2019,"Jul 24, 2019",SYS,Systems Limited,90,92.5,88.25,90.33,90,"59,500",92
23/07/2019,"Jul 23, 2019",SYS,Systems Limited,92,92,92,92,92,500,89.04
22/07/2019,"Jul 22, 2019",SYS,Systems Limited,88.78,90.5,88.78,89.04,87.9,"7,000",88.68
19/07/2019,"Jul 19, 2019",SYS,Systems Limited,88,90,87,88.68,88.68,"11,000",87.73
18/07/2019,"Jul 18, 2019",SYS,Systems Limited,90,90,87.11,87.73,87.86,"6,000",91.64
17/07/2019,"Jul 17, 2019",SYS,Systems Limited,90,92,89.5,91.64,90.96,"19,500",90.02
16/07/2019,"Jul 16, 2019",SYS,Systems Limited,88.02,90.9,88.02,90.02,89.85,"24,000",88.01
15/07/2019,"Jul 15, 2019",SYS,Systems Limited,87.25,88.86,87,88.01,85.7,"46,000",90
12/07/2019,"Jul 12, 2019",SYS,Systems Limited,91,91,90,90,90.33,"1,500",91.05
11/07/2019,"Jul 11, 2019",SYS,Systems Limited,91,91.67,90.99,91.05,91.1,"27,000",91
10/07/2019,"Jul 10, 2019",SYS,Systems Limited,92.03,92.99,91,91,91.05,"261,500",93.96
09/07/2019,"Jul 09, 2019",SYS,Systems Limited,93.49,94.49,91.58,93.96,93.09,"3,000",93.03
08/07/2019,"Jul 08, 2019",SYS,Systems Limited,89.01,93.49,89.01,93.03,93.03,"5,500",91.6
05/07/2019,"Jul 05, 2019",SYS,Systems Limited,91.57,92,91.2,91.6,91.65,"5,500",94.1
04/07/2019,"Jul 04, 2019",SYS,Systems Limited,92.5,95,92.5,94.1,92.68,"143,500",93.63
03/07/2019,"Jul 03, 2019",SYS,Systems Limited,95.4,95.4,93,93.63,93.68,"10,000",95.58
02/07/2019,"Jul 02, 2019",SYS,Systems Limited,95.5,95.58,94.11,95.58,93.56,"1,500",96.5
01/07/2019,"Jul 01, 2019",SYS,Systems Limited,96.5,96.5,96.5,96.5,96.5,"2,500",95.97
28/06/2019,"Jun 28, 2019",SYS,Systems Limited,90.06,97,90.02,95.97,95.7,"81,000",93.11
27/06/2019,"Jun 27, 2019",SYS,Systems Limited,91.8,93.15,91.49,93.11,92.13,"19,000",91.98
26/06/2019,"Jun 26, 2019",SYS,Systems Limited,88,93.99,87,91.98,92.01,"42,000",89.52
25/06/2019,"Jun 25, 2019",SYS,Systems Limited,90.99,90.99,89,89.52,90.8,"3,800",90.03
24/06/2019,"Jun 24, 2019",SYS,Systems Limited,90.51,92.9,89,90.03,89.96,"114,700",92.42
21/06/2019,"Jun 21, 2019",SYS,Systems Limited,92.5,92.97,90.1,92.42,92.38,"3,000",93.12
20/06/2019,"Jun 20, 2019",SYS,Systems Limited,93.16,93.16,93.1,93.12,93.12,"14,000",93.73
19/06/2019,"Jun 19, 2019",SYS,Systems Limited,92.2,94.95,92.2,93.73,93.26,"28,900",93.72
18/06/2019,"Jun 18, 2019",SYS,Systems Limited,93.6,94.5,92.98,93.72,93.7,"2,200",95.06
17/06/2019,"Jun 17, 2019",SYS,Systems Limited,94.9,96.9,94.8,95.06,95.04,"1,286,100",94.95
14/06/2019,"Jun 14, 2019",SYS,Systems Limited,95.9,95.9,94,94.95,94.94,"49,100",95.1
13/06/2019,"Jun 13, 2019",SYS,Systems Limited,93,96,92,95.1,93.47,"383,500",93.63
12/06/2019,"Jun 12, 2019",SYS,Systems Limited,91.21,93.9,91.1,93.63,92.42,"16,900",92.09
