0,1,2,3,4,5,6,7,8,9,10
11/06/2019,"Jun 11, 2019",SYS,Systems Limited,90.15,93.7,90.15,92.09,91.79,"95,300",92.22
10/06/2019,"Jun 10, 2019",SYS,Systems Limited,91,92.69,91,92.22,91.1,"19,300",94.18
03/06/2019,"Jun 03, 2019",SYS,Systems Limited,91.15,94.98,91.15,94.18,93.83,"6,900",94.03
30/05/2019,"May 30, 2019",SYS,Systems Limited,95,95,92.01,94.03,93.86,"17,400",94.48
29/05/2019,"May 29, 2019",SYS,Systems Limited,93,95,92.31,94.48,93.13,"173,200",94.01
28/05/2019,"May 28, 2019",SYS,Systems Limited,92,95.71,91.5,94.01,92.2,"36,300",93.84
27/05/2019,"May 27, 2019",SYS,Systems Limited,93.2,94.11,93,93.84,93.82,"20,700",95.35
24/05/2019,"May 24, 2019",SYS,Systems Limited,97.45,97.5,94,95.35,95.77,"25,400",97.09
23/05/2019,"May 23, 2019",SYS,Systems Limited,95.01,98.5,95.01,97.09,96.96,"55,700",96.4
22/05/2019,"May 22, 2019",SYS,Systems Limited,96.5,97.01,96,96.4,96.69,"28,100",95.4
21/05/2019,"May 21, 2019",SYS,Systems Limited,95,95.5,91.5,95.4,95.14,"17,400",94.83
20/05/2019,"May 20, 2019",SYS,Systems Limited,92.61,95.9,92,94.83,92.5,"52,000",96.1
17/05/2019,"May 17, 2019",SYS,Systems Limited,93.2,96.4,93.05,96.1,94.31,"6,000",97.86
16/05/2019,"May 16, 2019",SYS,Systems Limited,96,97.89,96,97.86,96.68,"15,700",96.8
15/05/2019,"May 15, 2019",SYS,Systems Limited,95.54,98.49,95.5,96.8,96,"38,400",97.5
14/05/2019,"May 14, 2019",SYS,Systems Limited,94,98,94,97.5,97.15,"21,300",96.7
13/05/2019,"May 13, 2019",SYS,Systems Limited,99.5,99.5,91,96.7,95.39,"50,500",95.36
10/05/2019,"May 10, 2019",SYS,Systems Limited,94.5,98.5,92.02,95.36,95.21,"22,500",94.39
09/05/2019,"May 09, 2019",SYS,Systems Limited,95,95.74,94,94.39,94.45,"10,600",95.18
08/05/2019,"May 08, 2019",SYS,Systems Limited,95,95.5,94.56,95.18,94.83,"15,500",98.39
07/05/2019,"May 07, 2019",SYS,Systems Limited,98.4,98.4,98.39,98.39,98.39,600,98.15
06/05/2019,"May 06, 2019",SYS,Systems Limited,93.56,99,93.56,98.15,97.27,"13,800",96.81
03/05/2019,"May 03, 2019",SYS,Systems Limited,93.5,99,93.01,96.81,98.42,"9,700",95.93
02/05/2019,"May 02, 2019",SYS,Systems Limited,97,97,94,95.93,98.42,"13,400",98.31
30/04/2019,"Apr 30, 2019",SYS,Systems Limited,97,99.4,97,98.31,98.42,"34,200",97.23
29/04/2019,"Apr 29, 2019",SYS,Systems Limited,99.95,99.95,94.52,97.23,96.85,"19,200",96.02
26/04/2019,"Apr 26, 2019",SYS,Systems Limited,91,96.48,91,96.02,94.45,"4,800",92
25/04/2019,"Apr 25, 2019",SYS,Systems Limited,92.1,92.1,92,92,92.03,"1,200",92.61
24/04/2019,"Apr 24, 2019",SYS,Systems Limited,91.5,93.95,90.5,92.61,91.57,"22,800",91.5
23/04/2019,"Apr 23, 2019",SYS,Systems Limited,93,94.95,91.5,91.5,92.65,"6,500",91.5
22/04/2019,"Apr 22, 2019",SYS,Systems Limited,93,93,91.5,91.5,92.63,"4,500",94.02
19/04/2019,"Apr 19, 2019",SYS,Systems Limited,94,94.1,94,94.02,94.04,"88,800",93.06
18/04/2019,"Apr 18, 2019",SYS,Systems Limited,95,96,93,93.06,93.12,"86,100",94.61
17/04/2019,"Apr 17, 2019",SYS,Systems Limited,106.5,106.5,106,106.07,106.02,"71,700",106.54
16/04/2019,"Apr 16, 2019",SYS,Systems Limited,108.96,109.49,106.12,106.54,106.9,"35,900",107.98
15/04/2019,"Apr 15, 2019",SYS,Systems Limited,109.59,109.59,105.25,107.98,108.62,"14,800",109.59
12/04/2019,"Apr 12, 2019",SYS,Systems Limited,109.9,110,109.5,109.59,109.73,"81,100",109.49
11/04/2019,"Apr 11, 2019",SYS,Systems Limited,109.99,112,109,109.49,111.56,"57,400",108.71
10/04/2019,"Apr 10, 2019",SYS,Systems Limited,109.95,110,107.85,108.71,109.24,"137,700",109.6
09/04/2019,"Apr 09, 2019",SYS,Systems Limited,106.06,110,106.06,109.6,108.13,"22,200",107.15
08/04/2019,"Apr 08, 2019",SYS,Systems Limited,110,110,106.5,107.15,108.11,"286,400",109.46
05/04/2019,"Apr 05, 2019",SYS,Systems Limited,109.97,110,108.51,109.46,109.5,"524,400",109.99
04/04/2019,"Apr 04, 2019",SYS,Systems Limited,109.6,110.9,109,109.99,109.5,"23,500",110.66
03/04/2019,"Apr 03, 2019",SYS,Systems Limited,109.99,112,109.99,110.66,111.48,"174,300",108.38
02/04/2019,"Apr 02, 2019",SYS,Systems Limited,109.99,109.99,108,108.38,108.7,"12,500",111.15
01/04/2019,"Apr 01, 2019",SYS,Systems Limited,109,111.82,108.1,111.15,111.28,"79,900",106.5
29/03/2019,"Mar 29, 2019",SYS,Systems Limited,107.9,107.9,106.07,106.5,106.5,"4,600",107
28/03/2019,"Mar 28, 2019",SYS,Systems Limited,106.5,107,106.1,107,106.96,"5,300",108.03
27/03/2019,"Mar 27, 2019",SYS,Systems Limited,107.97,109.5,107.97,108.03,108.03,"19,300",105.04
26/03/2019,"Mar 26, 2019",SYS,Systems Limited,104,108.85,103.01,105.04,104.9,"15,500",104.45
25/03/2019,"Mar 25, 2019",SYS,Systems Limited,104.49,104.49,104,104.45,104,"300,900",104.49
22/03/2019,"Mar 22, 2019",SYS,Systems Limited,104.5,104.5,104.49,104.49,104.5,"3,700",104.32
21/03/2019,"Mar 21, 2019",SYS,Systems Limited,105.5,105.5,103.02,104.32,105.23,"3,700",105.6
20/03/2019,"Mar 20, 2019",SYS,Systems Limited,104.45,106.79,104.45,105.6,105.06,"5,100",104.78
19/03/2019,"Mar 19, 2019",SYS,Systems Limited,104.25,106.9,104.25,104.78,104.88,"4,400",105.08
18/03/2019,"Mar 18, 2019",SYS,Systems Limited,101.5,106.2,101.2,105.08,104.66,"32,100",101.17
15/03/2019,"Mar 15, 2019",SYS,Systems Limited,100.5,102.8,100,101.17,101.03,"9,900",101.53
14/03/2019,"Mar 14, 2019",SYS,Systems Limited,103,103,101,101.53,101.78,"25,500",101.18
13/03/2019,"Mar 13, 2019",SYS,Systems Limited,103,103,100,101.18,100.25,"69,100",101.3
12/03/2019,"Mar 12, 2019",SYS,Systems Limited,104.5,104.5,100.21,101.3,101.8,"7,900",101.19
11/03/2019,"Mar 11, 2019",SYS,Systems Limited,102.05,103.85,101,101.19,101.16,"3,200",103.41
08/03/2019,"Mar 08, 2019",SYS,Systems Limited,105,110.43,101.18,103.41,103.84,"24,300",105.18
07/03/2019,"Mar 07, 2019",SYS,Systems Limited,109.49,109.49,103.51,105.18,107.5,"7,000",106
06/03/2019,"Mar 06, 2019",SYS,Systems Limited,107,107,105.36,106,106.08,"4,200",108
05/03/2019,"Mar 05, 2019",SYS,Systems Limited,106.5,108,103.51,108,106.7,"26,100",108.01
04/03/2019,"Mar 04, 2019",SYS,Systems Limited,109,110,108,108.01,108.57,"8,900",111
01/03/2019,"Mar 01, 2019",SYS,Systems Limited,114,114,108.51,111,110.93,"13,200",110.63
28/02/2019,"Feb 28, 2019",SYS,Systems Limited,110.99,110.99,110,110.63,110.72,400,107.69
27/02/2019,"Feb 27, 2019",SYS,Systems Limited,104.01,108.49,101.1,107.69,103.22,"65,600",105.2
26/02/2019,"Feb 26, 2019",SYS,Systems Limited,107,108,105.2,105.2,107,"12,600",109.45
25/02/2019,"Feb 25, 2019",SYS,Systems Limited,111.15,111.15,109,109.45,110.03,"21,100",110.97
22/02/2019,"Feb 22, 2019",SYS,Systems Limited,106.55,111.3,106,110.97,110.44,"126,100",106.01
21/02/2019,"Feb 21, 2019",SYS,Systems Limited,105.03,106.01,105.03,106.01,105.96,"93,400",105.92
20/02/2019,"Feb 20, 2019",SYS,Systems Limited,104.31,106,104,105.92,105.1,"186,500",104.31
19/02/2019,"Feb 19, 2019",SYS,Systems Limited,103,104.5,102.5,104.31,104.1,"119,000",102.1
18/02/2019,"Feb 18, 2019",SYS,Systems Limited,102,104,102,102.1,102.09,"249,600",101.83
15/02/2019,"Feb 15, 2019",SYS,Systems Limited,102,102,101.5,101.83,101.9,500,102.97
14/02/2019,"Feb 14, 2019",SYS,Systems Limited,103.98,103.98,103.98,102.97,103.98,100,102.97
13/02/2019,"Feb 13, 2019",SYS,Systems Limited,102,104.99,102,102.97,102.18,"152,100",104.99
12/02/2019,"Feb 12, 2019",SYS,Systems Limited,102.5,103.95,102.5,104.99,103.22,200,104.99
11/02/2019,"Feb 11, 2019",SYS,Systems Limited,104.47,104.99,104.47,104.99,104.57,"1,900",104.96
08/02/2019,"Feb 08, 2019",SYS,Systems Limited,104,105,104,104.96,104.52,"18,900",104.42
07/02/2019,"Feb 07, 2019",SYS,Systems Limited,105,105,104,104.42,104.61,"6,800",105
06/02/2019,"Feb 06, 2019",SYS,Systems Limited,105.5,105.5,104.55,105,105.2,"188,600",105
04/02/2019,"Feb 04, 2019",SYS,Systems Limited,106,107,104,105,104.71,"42,200",105
01/02/2019,"Feb 01, 2019",SYS,Systems Limited,105,105,104.5,105,104.94,"8,200",105
31/01/2019,"Jan 31, 2019",SYS,Systems Limited,105,105.2,102.55,105,104.97,"40,600",104.66
30/01/2019,"Jan 30, 2019",SYS,Systems Limited,103.5,104.7,103.5,104.66,104.28,"1,500",104.72
29/01/2019,"Jan 29, 2019",SYS,Systems Limited,106.69,106.69,103,104.72,104.41,"30,700",103.75
28/01/2019,"Jan 28, 2019",SYS,Systems Limited,102.5,105.5,102.5,103.75,103,"5,800",105.5
25/01/2019,"Jan 25, 2019",SYS,Systems Limited,105.99,105.99,102.02,105.5,105.4,"3,600",106.68
24/01/2019,"Jan 24, 2019",SYS,Systems Limited,107,107,106,106.68,106.67,"4,100",107.15
23/01/2019,"Jan 23, 2019",SYS,Systems Limited,109,109.87,106.75,107.15,107.21,"15,400",107.5
22/01/2019,"Jan 22, 2019",SYS,Systems Limited,107.25,108.99,107.25,107.5,107.58,"31,300",107
21/01/2019,"Jan 21, 2019",SYS,Systems Limited,107.85,108.01,107,107,109.69,"69,900",108.11
18/01/2019,"Jan 18, 2019",SYS,Systems Limited,109,109,107.75,108.11,108.25,"1,300",109.44
17/01/2019,"Jan 17, 2019",SYS,Systems Limited,107,109.87,107,109.44,108.76,"11,100",108.07
16/01/2019,"Jan 16, 2019",SYS,Systems Limited,111.98,111.98,106,108.07,106.66,"3,800",107.55
15/01/2019,"Jan 15, 2019",SYS,Systems Limited,107.5,109,105.29,107.55,107.08,"10,800",107.87
14/01/2019,"Jan 14, 2019",SYS,Systems Limited,107,109.5,105,107.87,107.43,"6,800",106.4
11/01/2019,"Jan 11, 2019",SYS,Systems Limited,106.5,107,103.5,106.4,104.25,"4,000",106.61
10/01/2019,"Jan 10, 2019",SYS,Systems Limited,107.93,108.5,105.51,106.61,107,"32,100",107.93
09/01/2019,"Jan 09, 2019",SYS,Systems Limited,109,109.01,106.5,107.93,108.96,"26,100",107.53
08/01/2019,"Jan 08, 2019",SYS,Systems Limited,107,110,106.98,107.53,108.2,"31,600",107
07/01/2019,"Jan 07, 2019",SYS,Systems Limited,107,107.2,106.97,107,0,"101,800",106.4
04/01/2019,"Jan 04, 2019",SYS,Systems Limited,109,109,109,106.4,109,100,106.4
03/01/2019,"Jan 03, 2019",SYS,Systems Limited,105.2,106.4,105.2,106.4,105.77,"2,200",108.7
02/01/2019,"Jan 02, 2019",SYS,Systems Limited,108.7,0,0,108.7,0,0,108.7
01/01/2019,"Jan 01, 2019",SYS,Systems Limited,109.87,110,108.05,108.7,109.31,"12,100",109.87
31/12/2018,"Dec 31, 2018",SYS,Systems Limited,105.88,110.5,105.75,109.87,109.49,"408,500",106.37
28/12/2018,"Dec 28, 2018",SYS,Systems Limited,109.99,113,103.18,106.37,106.42,"449,000",108.61
27/12/2018,"Dec 27, 2018",SYS,Systems Limited,110.49,110.49,107,108.61,107.54,"400,000",108.14
26/12/2018,"Dec 26, 2018",SYS,Systems Limited,108.74,112,107,108.14,107.96,"87,000",109.6
24/12/2018,"Dec 24, 2018",SYS,Systems Limited,106,110,106,109.6,109.58,"126,500",106.68
21/12/2018,"Dec 21, 2018",SYS,Systems Limited,103.01,108.41,103.01,106.68,106.34,"28,000",106.01
20/12/2018,"Dec 20, 2018",SYS,Systems Limited,106,108,106,106.01,106.9,"6,000",106
19/12/2018,"Dec 19, 2018",SYS,Systems Limited,105.2,107,105,106,106.1,"503,500",109.64
18/12/2018,"Dec 18, 2018",SYS,Systems Limited,110,111.9,109,109.64,109.87,"11,500",110.66
17/12/2018,"Dec 17, 2018",SYS,Systems Limited,108.9,111.9,108.9,110.66,110.78,"26,000",111.03
14/12/2018,"Dec 14, 2018",SYS,Systems Limited,105.7,112,105.7,111.03,109.09,"46,500",108.11
13/12/2018,"Dec 13, 2018",SYS,Systems Limited,110,110.1,108,108.11,108.62,"175,000",111.5
12/12/2018,"Dec 12, 2018",SYS,Systems Limited,114,115.5,110.4,111.5,112.36,"69,000",113
11/12/2018,"Dec 11, 2018",SYS,Systems Limited,112.06,114,110.3,113,111.78,"38,500",114.24
10/12/2018,"Dec 10, 2018",SYS,Systems Limited,112.99,114.9,112.99,114.24,114.03,"39,500",111.2
07/12/2018,"Dec 07, 2018",SYS,Systems Limited,108.01,112.89,106.05,111.2,109.79,"35,500",110.38
06/12/2018,"Dec 06, 2018",SYS,Systems Limited,112,112.77,109.25,110.38,109.52,"643,500",114.99
05/12/2018,"Dec 05, 2018",SYS,Systems Limited,115,116,114.99,114.99,115.31,"6,500",114.98
04/12/2018,"Dec 04, 2018",SYS,Systems Limited,116.4,116.4,113,114.98,114.84,"8,500",115
03/12/2018,"Dec 03, 2018",SYS,Systems Limited,113.5,115,113,115,114.64,"10,000",117.47
30/11/2018,"Nov 30, 2018",SYS,Systems Limited,115,118.5,115,117.47,117.3,"153,000",113.25
29/11/2018,"Nov 29, 2018",SYS,Systems Limited,115.5,115.5,110.51,113.25,113.38,"16,500",114.14
28/11/2018,"Nov 28, 2018",SYS,Systems Limited,110.11,115.44,110.11,114.14,114.66,"34,000",112.39
27/11/2018,"Nov 27, 2018",SYS,Systems Limited,111.5,112.95,111.5,112.39,110.11,"111,000",108.98
26/11/2018,"Nov 26, 2018",SYS,Systems Limited,109.1,109.98,108.5,108.98,108.93,"13,500",110.94
23/11/2018,"Nov 23, 2018",SYS,Systems Limited,109.02,114.69,109,110.94,110.8,"74,000",110.37
22/11/2018,"Nov 22, 2018",SYS,Systems Limited,111,111,110.15,110.37,110.7,"18,000",111.61
20/11/2018,"Nov 20, 2018",SYS,Systems Limited,111.5,113.89,111.25,111.61,112.49,"18,000",113.75
19/11/2018,"Nov 19, 2018",SYS,Systems Limited,114,116,113.5,113.75,115.02,"19,500",112.35
16/11/2018,"Nov 16, 2018",SYS,Systems Limited,111,113,110.5,112.35,111.52,"8,500",111.35
15/11/2018,"Nov 15, 2018",SYS,Systems Limited,110.16,112,110,111.35,111.03,"10,500",111.05
14/11/2018,"Nov 14, 2018",SYS,Systems Limited,109,111.05,109,111.05,110.46,"3,000",112.04
13/11/2018,"Nov 13, 2018",SYS,Systems Limited,112.04,0,0,112.04,0,0,112.04
12/11/2018,"Nov 12, 2018",SYS,Systems Limited,115.9,115.9,112,112.04,112.91,"14,500",113
09/11/2018,"Nov 09, 2018",SYS,Systems Limited,114.99,114.99,113,113,113.66,"6,000",115.09
08/11/2018,"Nov 08, 2018",SYS,Systems Limited,115,115.5,114,115.09,114.96,"12,500",115.01
07/11/2018,"Nov 07, 2018",SYS,Systems Limited,114.01,116,114,115.01,115.08,"8,000",114.16
06/11/2018,"Nov 06, 2018",SYS,Systems Limited,115,115.9,113.5,114.16,113.8,"49,500",115.11
05/11/2018,"Nov 05, 2018",SYS,Systems Limited,115.11,0,0,115.11,0,0,115.11
02/11/2018,"Nov 02, 2018",SYS,Systems Limited,116.01,116.01,114.01,115.11,115.81,"73,000",116.93
01/11/2018,"Nov 01, 2018",SYS,Systems Limited,121,121,116.2,116.93,117.47,"34,500",117.66
31/10/2018,"Oct 31, 2018",SYS,Systems Limited,115,119.7,115,117.66,117.37,"48,500",117.74
30/10/2018,"Oct 30, 2018",SYS,Systems Limited,116.01,118.97,114.01,117.74,117.83,"53,000",118.63
29/10/2018,"Oct 29, 2018",SYS,Systems Limited,115,119,112.01,118.63,117.17,"457,000",114.69
26/10/2018,"Oct 26, 2018",SYS,Systems Limited,112.01,117.67,110,114.69,111.77,"233,000",114.24
25/10/2018,"Oct 25, 2018",SYS,Systems Limited,111.05,115.5,111.02,114.24,113.43,"21,000",112.97
24/10/2018,"Oct 24, 2018",SYS,Systems Limited,111.9,113,110.5,112.97,112.35,"136,500",108.02
23/10/2018,"Oct 23, 2018",SYS,Systems Limited,108.75,108.75,107.99,108.02,109,"591,000",111.99
22/10/2018,"Oct 22, 2018",SYS,Systems Limited,110.03,112.34,110,111.99,111.59,"104,000",112.09
19/10/2018,"Oct 19, 2018",SYS,Systems Limited,111.89,113,110.5,112.09,112.27,"91,500",111.42
18/10/2018,"Oct 18, 2018",SYS,Systems Limited,110.99,113,109,111.42,110.71,"240,000",111.1
17/10/2018,"Oct 17, 2018",SYS,Systems Limited,110,111.5,108,111.1,110.09,"268,500",108.24
16/10/2018,"Oct 16, 2018",SYS,Systems Limited,110.35,113,108,108.24,109.96,"76,500",110.74
15/10/2018,"Oct 15, 2018",SYS,Systems Limited,112.16,114,110.14,110.74,110.58,"499,500",115.93
12/10/2018,"Oct 12, 2018",SYS,Systems Limited,114.01,116,113.11,115.93,114.64,"79,000",115.82
11/10/2018,"Oct 11, 2018",SYS,Systems Limited,121.5,121.5,115.41,115.82,116.38,"134,000",121.48
10/10/2018,"Oct 10, 2018",SYS,Systems Limited,121,122,118.63,121.48,121.12,"56,000",120.52
09/10/2018,"Oct 09, 2018",SYS,Systems Limited,121,122.05,119,120.52,120.38,"556,000",119.04
08/10/2018,"Oct 08, 2018",SYS,Systems Limited,115,123,111.7,119.04,113.72,"363,500",117.57
05/10/2018,"Oct 05, 2018",SYS,Systems Limited,118,119.5,115.25,117.57,116.28,"513,500",120.6
04/10/2018,"Oct 04, 2018",SYS,Systems Limited,118.9,123,116.15,120.6,119.75,"68,000",120.68
03/10/2018,"Oct 03, 2018",SYS,Systems Limited,120.68,0,0,120.68,0,0,120.68
02/10/2018,"Oct 02, 2018",SYS,Systems Limited,122,122,120.51,120.68,121.54,"4,500",122.52
01/10/2018,"Oct 01, 2018",SYS,Systems Limited,121.5,122.8,121.5,122.52,122.26,"13,500",120.39
28/09/2018,"Sep 28, 2018",SYS,Systems Limited,120.69,121.8,118.75,120.39,120.29,"50,500",120.07
27/09/2018,"Sep 27, 2018",SYS,Systems Limited,120.01,121,117.5,120.07,119.79,"98,500",121.74
26/09/2018,"Sep 26, 2018",SYS,Systems Limited,120.5,122.9,120,121.74,121.4,"74,000",122.81
25/09/2018,"Sep 25, 2018",SYS,Systems Limited,122.6,124,120,122.81,121.9,"96,000",122.68
24/09/2018,"Sep 24, 2018",SYS,Systems Limited,121,126,120,122.68,122.36,"76,000",121.68
19/09/2018,"Sep 19, 2018",SYS,Systems Limited,120,124,118.86,121.68,121.61,"73,500",121.08
18/09/2018,"Sep 18, 2018",SYS,Systems Limited,117.1,124.24,117.1,121.08,120.68,"154,000",120.32
17/09/2018,"Sep 17, 2018",SYS,Systems Limited,116.37,122.18,112.19,120.32,118.59,"111,500",116.37
14/09/2018,"Sep 14, 2018",SYS,Systems Limited,119.95,120,113.2,116.37,115.81,"215,000",117.61
13/09/2018,"Sep 13, 2018",SYS,Systems Limited,114.01,117.78,114,117.61,116.88,"164,500",112.18
12/09/2018,"Sep 12, 2018",SYS,Systems Limited,108.01,115.02,104.63,112.18,110.82,"447,000",109.55
11/09/2018,"Sep 11, 2018",SYS,Systems Limited,107.01,111,107,109.55,108.78,"163,500",107.33
10/09/2018,"Sep 10, 2018",SYS,Systems Limited,106.05,107.89,104.01,107.33,106.35,"43,000",108.06
07/09/2018,"Sep 07, 2018",SYS,Systems Limited,110.8,111.5,108.06,108.06,106.55,"11,000",111.26
06/09/2018,"Sep 06, 2018",SYS,Systems Limited,115.9,115.9,111.2,111.26,112.32,"57,000",113.43
05/09/2018,"Sep 05, 2018",SYS,Systems Limited,114,114,112,113.43,112.93,"73,500",113.39
04/09/2018,"Sep 04, 2018",SYS,Systems Limited,114.69,116.5,113,113.39,114.08,"25,000",112.06
03/09/2018,"Sep 03, 2018",SYS,Systems Limited,110.05,113.79,109.97,112.06,110.87,"47,000",112.26
31/08/2018,"Aug 31, 2018",SYS,Systems Limited,113.99,113.99,111,112.26,112.74,"33,000",113.24
30/08/2018,"Aug 30, 2018",SYS,Systems Limited,116.89,116.89,111,113.24,112.73,"40,000",112.52
29/08/2018,"Aug 29, 2018",SYS,Systems Limited,110,113,110,112.52,112.16,"57,000",113.48
28/08/2018,"Aug 28, 2018",SYS,Systems Limited,115.5,115.5,113,113.48,113.87,"197,500",117.65
27/08/2018,"Aug 27, 2018",SYS,Systems Limited,117.5,118.1,116.65,117.65,117.54,"16,500",116.95
24/08/2018,"Aug 24, 2018",SYS,Systems Limited,117.4,117.4,116,116.95,116.84,"35,000",115.74
20/08/2018,"Aug 20, 2018",SYS,Systems Limited,114.51,116.5,114.1,115.74,115.38,"11,500",115.94
17/08/2018,"Aug 17, 2018",SYS,Systems Limited,116.01,117.5,115.5,115.94,116.53,"92,000",116.5
16/08/2018,"Aug 16, 2018",SYS,Systems Limited,114.6,117.17,113.01,116.5,115.37,"65,500",116.01
15/08/2018,"Aug 15, 2018",SYS,Systems Limited,117.99,119.5,115,116.01,116.31,"94,500",116.14
13/08/2018,"Aug 13, 2018",SYS,Systems Limited,117,119.88,115,116.14,116.14,"125,500",117.51
10/08/2018,"Aug 10, 2018",SYS,Systems Limited,120.98,123,116.38,117.51,119.11,"48,000",120.4
09/08/2018,"Aug 09, 2018",SYS,Systems Limited,118.6,122.3,117,120.4,120.21,"90,500",119.74
08/08/2018,"Aug 08, 2018",SYS,Systems Limited,119.89,120,119.74,119.74,119.94,"7,000",119.48
07/08/2018,"Aug 07, 2018",SYS,Systems Limited,116.45,121.88,116,119.48,120,"175,500",116.08
06/08/2018,"Aug 06, 2018",SYS,Systems Limited,113,117.6,113,116.08,116.54,"311,500",112
03/08/2018,"Aug 03, 2018",SYS,Systems Limited,114,116,111,112,112.34,"379,000",112.04
02/08/2018,"Aug 02, 2018",SYS,Systems Limited,116,116,111,112.04,112.91,"244,000",114.4
01/08/2018,"Aug 01, 2018",SYS,Systems Limited,119.9,119.9,112.1,114.4,114.39,"109,000",117.08
31/07/2018,"Jul 31, 2018",SYS,Systems Limited,115.25,123.4,114.92,117.08,117.44,"608,000",120.96
30/07/2018,"Jul 30, 2018",SYS,Systems Limited,127.07,129.7,120.96,120.96,121.84,"317,000",127.32
27/07/2018,"Jul 27, 2018",SYS,Systems Limited,125,128.56,124,127.32,127.43,"655,000",122.44
26/07/2018,"Jul 26, 2018",SYS,Systems Limited,122.99,123.89,119.99,122.44,122.26,"163,000",118.05
24/07/2018,"Jul 24, 2018",SYS,Systems Limited,113.9,118.05,113.9,118.05,117.46,"381,500",112.43
23/07/2018,"Jul 23, 2018",SYS,Systems Limited,119.5,119.5,112.01,112.43,114.96,"116,000",117.46
20/07/2018,"Jul 20, 2018",SYS,Systems Limited,119.9,121.98,115.5,117.46,118.1,"577,500",121.05
19/07/2018,"Jul 19, 2018",SYS,Systems Limited,122.86,122.86,117,121.05,122.06,"1,905,500",117.01
18/07/2018,"Jul 18, 2018",SYS,Systems Limited,115,117.01,114.95,117.01,116.69,"652,500",111.44
17/07/2018,"Jul 17, 2018",SYS,Systems Limited,109.24,111.44,109.24,111.44,108.11,"664,000",106.14
16/07/2018,"Jul 16, 2018",SYS,Systems Limited,101,107.22,100,106.14,105.72,"208,500",102.12
13/07/2018,"Jul 13, 2018",SYS,Systems Limited,99,102.9,98.99,102.12,99.28,"266,500",98
12/07/2018,"Jul 12, 2018",SYS,Systems Limited,95,99.75,95,98,98.59,"112,500",95
11/07/2018,"Jul 11, 2018",SYS,Systems Limited,95.5,96.5,95,95,95.01,"1,055,500",93.5
10/07/2018,"Jul 10, 2018",SYS,Systems Limited,93,93.5,92.9,93.5,91,"2,000",95.33
09/07/2018,"Jul 09, 2018",SYS,Systems Limited,97,97,95.3,95.33,96.18,"10,500",99
06/07/2018,"Jul 06, 2018",SYS,Systems Limited,99,99,99,99,99,"6,000",99.23
05/07/2018,"Jul 05, 2018",SYS,Systems Limited,97,99.98,97,99.23,101.85,"3,500",97
04/07/2018,"Jul 04, 2018",SYS,Systems Limited,97,99,96.9,97,97.02,"39,000",97
03/07/2018,"Jul 03, 2018",SYS,Systems Limited,97,97,96.99,97,97,"14,500",97.61
02/07/2018,"Jul 02, 2018",SYS,Systems Limited,100,100,97.61,97.61,99.12,"2,500",101.22
29/06/2018,"Jun 29, 2018",SYS,Systems Limited,100,101.99,98.96,101.22,100.36,"55,000",100.36
28/06/2018,"Jun 28, 2018",SYS,Systems Limited,97,101,97,100.36,99.9,"79,500",97.5
27/06/2018,"Jun 27, 2018",SYS,Systems Limited,97,97.5,97,97.5,97.07,"8,000",96.71
26/06/2018,"Jun 26, 2018",SYS,Systems Limited,91.1,98,91.1,96.71,96.18,"390,000",94.81
25/06/2018,"Jun 25, 2018",SYS,Systems Limited,96,96,93,94.81,94.09,"389,500",97.18
22/06/2018,"Jun 22, 2018",SYS,Systems Limited,97.67,100,96.51,97.18,99.67,"566,000",99
21/06/2018,"Jun 21, 2018",SYS,Systems Limited,99.11,100,99,99,99.34,"35,000",101.56
20/06/2018,"Jun 20, 2018",SYS,Systems Limited,102.6,103,101,101.56,102.06,"298,000",101.52
19/06/2018,"Jun 19, 2018",SYS,Systems Limited,98.48,103.11,98,101.52,101.83,"472,000",98.2
14/06/2018,"Jun 14, 2018",SYS,Systems Limited,97,98.5,97,98.2,98.03,"39,000",97.41
13/06/2018,"Jun 13, 2018",SYS,Systems Limited,96.5,97.6,96.5,97.41,96.79,"108,000",96.45
12/06/2018,"Jun 12, 2018",SYS,Systems Limited,96,97.48,96,96.45,96.63,"31,500",97.41
11/06/2018,"Jun 11, 2018",SYS,Systems Limited,96.95,97.85,95,97.41,96.18,"277,500",95.22
07/06/2018,"Jun 07, 2018",SYS,Systems Limited,95.99,97,95,95.22,96.14,"75,000",96.24
06/06/2018,"Jun 06, 2018",SYS,Systems Limited,95.9,97,95.9,96.24,96.84,"331,000",95.54
05/06/2018,"Jun 05, 2018",SYS,Systems Limited,95,96,94.99,95.54,95.59,"175,000",94.72
04/06/2018,"Jun 04, 2018",SYS,Systems Limited,95.9,95.9,94.51,94.72,95.02,"432,000",94.4
01/06/2018,"Jun 01, 2018",SYS,Systems Limited,92.02,95,92,94.4,94.11,"46,000",93.47
31/05/2018,"May 31, 2018",SYS,Systems Limited,92.5,94,91.85,93.47,93.12,"40,500",91.94
30/05/2018,"May 30, 2018",SYS,Systems Limited,93,93,90.6,91.94,92.25,"29,000",92.16
29/05/2018,"May 29, 2018",SYS,Systems Limited,90,92.89,90,92.16,91.96,"40,500",91
28/05/2018,"May 28, 2018",SYS,Systems Limited,89.15,91,89,91,90.96,"520,500",91.86
25/05/2018,"May 25, 2018",SYS,Systems Limited,89.59,91.87,89.59,91.86,88.99,"12,000",92.04
